"","serialno","triwales","gogledd","bes05","wtfactor","intdate","sintdate","sttim","inwshh","inwsmm","inwdd","inwmm","inwyr","sintlen","thank","wreadpap","whpaper1","whpaper2","whpaper3","nwspswrg","nwspbrit","nwspwrld","bbc1wale","bbc1othr","bbc2","htvwales","itvother","channel4","s4c","channel5","skynews","othchanl","tvnever","tvrgnews","ptythnk","ptycls","idstrng","partyid","politic2","voted","votecod1","votecod2","votecod3","votecod4","votecod5","nvvotec","nvvotel","whendecd","votec","yvtclsc","ptyprefc","voters2c","votel","yvtclsl","ptyprefl","scwbrit","vote1st","vote2nd","mostimpo","mostimp1","mostimp2","mostimp3","mostimp4","mostimp5","voteukge","dfwnscw","dfwnge","coalitin","coalitw","votesyst","votesylc","confeel","labfeel","ldfeel","pcfeel","natcapab","evblair","evids","evkenned","evmorgan","evwjones","evgerman","evbourne","cnlbdfw","natlabdf","coalpc","snhsiesw","snhswhsw","edstiesw","edstwhsw","sliviesw","slivwhsw","taxspend","bpriorf1","bpriorf2","brworld","levelgen","levelub","levelfee","levelpsc","iraq1","iraq2","asylum","buspass","foundhos","ecpolicy","abolspw","govtrust","soctrust","govtwork","walework","losetch","voteintr","lostcham","cooppaas","coophoc","impgweas","ukintnat","natinnat","regbias","whbias","closeloc","closeesw","closebr","closeeur","srsoccl1","srsoccl2","srsoccl","natclass","natid","gbpride","natpride","ident1b","ident2b","ident3b","flaguj","flagnat","passport","waleparl","walepar2","votessw2","walshind","indepent","doesinfl","oughinfl","infl10yr","leaveuk2","voiceuk3","sayingv3","imprved3","wnanhs","wnaecon2","contgovb","contnhs","evcnam1","evcnam2","evcnmp","evcncoun","wllivlan","welshdif","rwelshsp","rsex","rage","ragecat","ragecat2","rsexage","rsexage2","natbrit","nateng","nateuro","natirish","natni","natscot","natulst","natwelsh","natoth","natnone","bnationu","bestnatu","religion","religsum","famrelig","rlfamsum","chattend","marstat2","marstat","married","rspborn","rlivels2","livwasc2","parborn","livearea","tenure","tenure2","reconact","seconact","r2soc200","r2es2000","r2nssec","r2sic92","r2lastjb","r2emplye","r2superv","r2ocsec2","r2empwrk","r2jbhrsi","r2empst2","r2sicgp","r2ngh","r2nghgrp","p2soc200","p2es2000","p2nssec","p2sic92","p2lastjb","p2emplye","p2superv","p2ocsec2","p2empwrk","p2jbhrsi","p2empst2","p2sicgp","p2ngh","p2nghgrp","unionsa2","maininc2","hhincome","othchld4","schqual","pschqual","edqual1","edqual2","edqual3","edqual4","edqual26","edqual27","edqual28","edqual29","edqual30","edqual31","edqual32","edqual22","edqual23","edqual24","edqual25","edqual10","edqual11","edqual17","edqual18","edqual19","edqual20","edqual21","edqual12","edqual13","edqual14","edqual15","edqual16","hedqual","internet","wwwuse","vote01","votsw99c","votsw99l","refvotew","phone","phonebck","stable","endtim","inwehh","inwemm","selfcomp","duration","sintlen2","int_num","tnc","duno","dusel","persno","perssel","intlang","rborn3","tenure5","reconsum","seconsum","r2opcat","p2opcat","r2class","p2class","r2clasgp","p2clasgp","r2econps","p2econps","r2nseg","p2nseg","r2nseggp","p2nseggp","r2nsoccl","p2nsoccl","r2jbhrci","p2jbhrci","r2partfi","p2partfi","psu_id","ua_id","ua_name","constit","region","clwydw","northw","wardid","wardname","welshspk","popdens","endfile","cardno20","intvr20","batch20","language","fairshar","richlaw","tuntneed","privent","publcown","govresp1","nlbintwc","nlbinten","nlbintsw","nlbintwl","swlintwc","swlinten","swlintsw","swlintwl","natintwc","natinten","natintsw","natintwl","conintwc","coninten","conintsw","conintwl","ldwintwc","ldwinten","ldwintsw","ldwintwl","votduty2","proprep","proprnat","proprloc","swvotdf2","swsysdf2","swquiz1b","swquiz3b","quizscbu","quizrhod","swquiz4","swquiz5","swquiz6","swquiz7","swquiz8","swquiz9","quizldco","quizlist","quiz60am","swvote1","swvote2b","swvote3b","swvote4","electsy1","electsy2","swvots1b","swvots2b","swvotsy3","swvots4b","swvot5b","swvot6b","swvotsy7","swvotsy8","numbmps","govcoal1","govcoal2","minorp","foregone","qtime","qdate","scsexchk","scagechk","leftrigh","wmirror","filter_$","constpre","trids","walesbor"
"510",24705,1,0,1,0.5513,"27052003","27052003","15:23:17",NA,NA,NA,NA,NA,NA,NA,1,2,0,0,3,3,3,1,0,1,1,0,0,0,0,0,0,0,1,2,-1,1,2,2,1,-1,-1,-1,-1,-1,NA,NA,2,2,1,NA,1,2,1,NA,1,2,3,"THEY ARE FOR THE WORKING PEOPLE, THYE WORKING CLASS.",97,NA,NA,NA,NA,2,1,2,1,1,2,2,4,1,4,5,1,9,5,3,8,98,8,98,1,1,1,4,2,1,2,2,2,3,1,2,2,2,2,2,2,4,1,4,1,1,3,2,3,1,1,3,1,2,5,3,2,1,3,1,1,NA,2,1,1,1,2,NA,2,2,1,1,1,1,18,14,1,1,8,2,3,1,1,1,1,1,1,3,1,3,3,1,2,1,3,2,NA,2,2,2,4,3,1,86,7,6,7,6,1,2,2,2,2,2,2,1,2,2,8,8,3,1,3,1,7,5,4,3,4,1,-1,2,86,9,4,9,-1,8122,7,13.3,10,5,1,2,2,3,38,9,3,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,2,2,2,2,2,1,1,1,1,"16:13:52",NA,NA,61,50,50,"0437",2,1,-1,1,-1,NA,1,10,4,NA,13,NA,7,NA,5,NA,9,NA,13,NA,5,NA,5,NA,4,NA,1,NA,47,"00PB","Pen-y-bont ar Ogwr - Bridgend","Ogmore Co Const",3,0,0,"00PBPK","Ogmore Vale ED",4.82,3.4,"X",20,NA,3170,1,4,2,5,4,1,2,3,3,4,3,2,2,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,2,2,2,4,2,2,1,2,1,1,3,8,8,8,8,8,2,8,2,2,8,2,1,2,4,4,4,2,2,2,4,2,1,2,2,4,2,3,1806,2,57,1.66666666666667,1,1,4,1,1
"511",24706,1,0,1,1.1027,"07052003","07052003","18:16:56",NA,NA,NA,NA,NA,NA,NA,1,3,6,0,3,3,3,1,0,0,1,0,0,0,0,0,1,0,2,0,0,-1,0,NA,2,5,96,96,96,96,98,2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,2,4,4,2,2,2,2,3,2,3,3,2,6,5,98,6,98,98,98,3,3,1,3,8,3,8,3,8,3,2,3,2,1,2,2,2,3,2,3,2,3,3,3,3,2,2,2,3,2,3,2,2,3,2,2,2,1,2,2,2,3,4,8,3,-1,2,2,1,19,14,21,3,1,8,3,4,2,3,2,1,3,1,3,3,3,3,3,3,3,3,2,NA,1,1,2,2,3,1,31,2,2,2,2,2,2,2,2,2,2,2,1,2,2,-1,8,0,5,0,5,-1,1,1,1,4,1,-1,1,10,2,1,3,3,7111,7,12.1,50,NA,1,2,1,2,39,9,7,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,1,1,1,1,2,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,1,1,98,0,NA,8,1,1,1,"18:59:33",NA,NA,61,43,43,"0437",3,1,-1,2,1,NA,1,2,2,2,12,NA,6,NA,5,NA,1,5,9,NA,3,NA,3,NA,4,NA,1,NA,47,"00PB","Pen-y-bont ar Ogwr - Bridgend","Ogmore Co Const",3,0,0,"00PBPK","Ogmore Vale ED",4.82,3.4,"X",20,NA,4036,1,4,2,4,3,2,4,2,2,3,3,2,3,2,3,2,3,3,1,3,2,3,4,2,2,3,3,3,2,2,2,3,3,1,1,2,4,4,4,4,2,9,9,1,2,1,2,3,4,4,1,1,4,3,4,2,2,4,3,2,1,2,4,4,3,4,1205,1,64,2.5,1,1,3,1,1
"512",24707,1,0,1,2.2054,"27052003","27052003","16:43:39",NA,NA,NA,NA,NA,NA,NA,2,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,0,1,2,-1,2,2,4,1,-1,-1,-1,-1,-1,NA,NA,4,2,1,NA,2,2,1,NA,5,2,5,"WELL HOSPITALS, INSN'T IT.",3,NA,NA,NA,NA,2,4,3,2,2,2,2,4,2,3,2,8,8,5,98,6,6,98,98,3,3,1,4,1,8,9,2,1,2,3,1,3,1,2,2,2,2,2,2,2,2,3,3,3,2,4,8,8,2,2,2,8,3,2,3,2,1,1,2,2,8,1,NA,1,2,2,1,2,1,8,14,2,2,1,8,8,2,3,3,3,2,2,3,3,2,3,3,3,1,1,2,NA,2,2,2,2,3,2,44,3,3,11,10,1,2,2,2,2,2,2,1,2,2,8,8,0,5,0,5,-1,1,1,1,4,1,-1,3,21,2,1,3,3,9134,7,13.2,27,NA,1,2,1,4,38,9,4,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,14,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,2,2,98,2,2,8,1,1,1,"17:30:10",NA,NA,61,47,47,"0437",2,1,-1,4,2,NA,1,2,2,2,13,NA,7,NA,5,NA,1,5,13,NA,5,NA,5,NA,4,NA,1,NA,47,"00PB","Pen-y-bont ar Ogwr - Bridgend","Ogmore Co Const",3,0,0,"00PBPK","Ogmore Vale ED",4.82,3.4,"X",20,NA,3171,1,3,2,4,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,3,3,3,3,3,3,2,3,3,3,3,8,3,2,2,8,2,3,2,8,3,8,8,4,8,3,3,3,2,1,1,3,2,2,3,3,2,2,2,1,3,3,8,3,5,2206,2,34,2.5,0,1,NA,1,1
"513",24708,1,0,1,0.5513,"09052003","09052003","11:30:38",NA,NA,NA,NA,NA,NA,NA,2,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,-1,0,NA,1,-1,-1,-1,-1,-1,NA,NA,4,5,4,NA,1,5,4,NA,5,98,NA,"TO BE HONEST I DIDN'T READ ANYTHING, SO I DON'T KNOW.",98,NA,NA,NA,NA,2,8,8,8,8,8,8,4,2,3,2,8,5,98,98,98,98,98,98,1,2,8,2,8,2,8,2,8,2,1,3,2,2,1,1,1,2,3,2,4,3,5,3,4,2,3,3,2,2,2,3,3,2,3,2,2,3,1,2,2,3,4,2,2,1,1,2,1,19,14,23,3,1,8,3,5,1,3,3,1,1,1,3,1,3,1,2,2,2,2,2,NA,2,2,2,3,3,2,25,2,2,10,9,1,2,2,2,2,2,2,1,2,2,8,8,0,5,1,3,7,6,5,4,4,1,-1,1,25,4,3,3,-1,4216,7,12.6,92,NA,1,2,3,1,18,9,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,2,1,2,98,98,8,1,1,1,"12:07:23",NA,NA,61,37,37,"0437",1,1,-1,1,-1,NA,1,5,2,NA,12,NA,6,NA,5,NA,2,NA,9,NA,3,NA,3,NA,2,NA,2,NA,47,"00PB","Pen-y-bont ar Ogwr - Bridgend","Ogmore Co Const",3,0,0,"00PBPK","Ogmore Vale ED",4.82,3.4,"X",20,NA,4037,1,9,1,9,1,9,9,1,9,9,9,1,9,9,9,9,9,9,1,9,1,9,9,1,9,9,9,3,4,4,5,4,4,2,1,1,3,1,1,4,1,2,3,1,4,1,1,1,5,5,1,1,5,5,5,1,5,5,5,1,1,1,9,9,4,3,1405,1,55,2.75,0,1,3,1,1
"514",24709,1,0,1,1.1027,"09052003","09052003","13:35:57",NA,NA,NA,NA,NA,NA,NA,1,6,2,0,2,3,3,1,0,0,1,0,0,0,0,0,0,0,1,2,-1,2,2,3,1,-1,-1,-1,-1,-1,NA,NA,3,2,1,NA,1,2,1,NA,2,2,5,"I THINK THE HOSPITALS.",3,NA,NA,NA,NA,2,1,1,1,1,2,2,3,2,3,3,1,8,6,3,5,3,3,98,2,2,1,3,1,2,3,3,1,3,2,4,4,1,1,1,1,2,1,1,4,3,1,3,3,2,3,3,2,2,1,2,2,3,3,3,2,1,1,2,2,3,4,2,2,2,2,1,1,4,14,8,3,1,1,3,5,2,3,2,2,1,4,3,3,3,3,2,3,1,3,1,2,1,1,3,2,3,1,61,6,5,6,5,1,2,2,2,2,2,2,1,2,2,8,8,3,1,3,1,1,1,1,1,4,1,-1,2,61,2,1,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3211,6,4.1,85,2,1,1,3,4,38,8,14,2,1,3,2,6,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,2,2,2,2,2,1,1,1,1,"14:20:13",NA,NA,61,45,45,"0437",1,1,-1,2,2,NA,1,2,5,4,NA,4,NA,2,NA,1,11,9,NA,7,NA,2,NA,2,NA,4,NA,1,47,"00PB","Pen-y-bont ar Ogwr - Bridgend","Ogmore Co Const",3,0,0,"00PBPK","Ogmore Vale ED",4.82,3.4,"X",20,NA,3172,1,4,2,4,3,4,4,3,2,3,4,2,2,1,2,1,2,1,1,3,1,3,3,2,2,2,2,3,2,1,1,3,3,1,1,1,4,1,3,3,8,9,2,1,2,2,3,3,4,2,1,1,4,3,4,2,3,2,1,1,1,1,4,2,4,2,906,2,59,2.83333333333333,1,1,3,1,1
"515",24710,1,0,1,0.5513,"09052003","09052003","12:23:26",NA,NA,NA,NA,NA,NA,NA,2,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,0,1,0,2,3,2,3,2,3,96,96,96,96,2,7,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,2,2,5,8,8,2,2,3,3,3,3,2,8,2,4,6,1,0,98,3,2,1,3,1,5,1,3,1,4,3,1,4,1,1,8,1,4,2,2,2,2,2,3,4,1,3,3,2,2,3,3,3,3,3,2,2,1,1,1,2,3,4,8,3,-1,2,2,1,17,19,29,3,1,8,3,4,2,2,4,2,1,4,2,1,3,3,3,3,2,2,2,NA,2,2,1,2,3,1,72,7,6,7,6,2,2,2,2,2,2,2,1,2,2,-1,8,0,5,0,5,-1,5,4,3,4,1,-1,1,72,1,1,9,-1,8213,7,13.3,60,3,1,2,1,2,55,9,9,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,97,1,2,1,-1,-1,-1,-1,0,27,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,16,3,2,2,2,2,0,1,1,1,1,"13:04:29",NA,NA,61,41,41,"0437",1,1,-1,1,-1,NA,1,1,4,NA,13,NA,7,NA,5,NA,9,NA,12,NA,4,NA,4,NA,4,NA,1,NA,47,"00PB","Pen-y-bont ar Ogwr - Bridgend","Ogmore Co Const",3,0,0,"00PBPK","Ogmore Vale ED",4.82,3.4,"X",20,NA,3173,1,4,2,4,4,2,3,2,3,4,4,2,2,2,2,4,4,2,1,4,3,3,4,2,3,3,3,3,3,4,4,3,1,1,1,2,3,1,1,3,2,8,4,1,4,1,1,4,2,8,1,1,2,4,4,8,2,4,8,2,1,1,4,5,4,5,2606,2,30,2.16666666666667,0,0,3,1,1
"516",24711,1,0,1,1.1027,"20052003","20052003","13:36:26",NA,NA,NA,NA,NA,NA,NA,2,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,-1,0,NA,2,7,96,96,96,96,98,98,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,0,3,3,2,2,1,2,3,2,3,2,2,7,6,5,8,98,98,98,3,3,2,5,1,3,1,4,1,2,2,1,1,1,1,1,1,2,2,1,1,2,4,3,4,2,2,3,2,1,2,3,3,2,4,2,2,1,1,2,3,4,4,2,2,2,1,5,1,14,21,19,3,2,8,2,1,1,3,2,1,1,1,3,3,3,3,3,3,3,3,2,NA,2,2,4,1,3,2,29,2,2,10,9,2,2,2,2,2,2,2,1,2,2,-1,8,0,5,0,5,-1,6,5,4,4,1,-1,1,29,2,1,3,-1,9134,7,13.2,27,NA,1,2,1,4,18,9,4,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,9,1,1,2,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,2,0,2,2,1,1,1,1,"14:12:21",NA,NA,61,36,36,"0437",3,1,-1,2,1,NA,1,2,2,NA,13,NA,7,NA,5,NA,2,NA,13,NA,5,NA,5,NA,2,NA,2,NA,47,"00PB","Pen-y-bont ar Ogwr - Bridgend","Ogmore Co Const",3,0,0,"00PBNH","Blackmill ED",4.82,3.4,"X",20,NA,4038,1,4,2,2,3,3,3,2,2,2,2,2,2,2,2,2,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,2,2,1,1,4,2,8,1,3,1,2,2,3,3,3,2,2,2,3,3,2,1,2,3,2,1,1,2,3,3,4,2,1305,2,65,2.83333333333333,0,1,4,1,1
"517",24714,1,0,1,0.5513,"21052003","21052003","11:37:43",NA,NA,NA,NA,NA,NA,NA,2,-1,-1,-1,-1,-1,-1,1,0,1,1,0,0,0,0,0,1,0,1,2,-1,3,2,4,2,5,96,96,96,96,98,98,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,0,3,2,2,2,1,1,3,3,4,3,2,2,3,98,4,98,98,98,3,2,2,4,3,3,8,4,1,1,3,1,4,1,1,1,1,1,2,1,2,8,5,3,4,1,3,4,3,2,3,3,3,2,4,3,2,1,1,1,3,3,4,1,1,2,2,3,2,14,21,22,3,1,8,3,8,8,1,3,2,1,4,3,3,3,3,3,4,2,3,2,NA,2,2,2,1,3,2,37,3,3,11,10,2,2,2,2,2,2,2,1,2,2,-1,8,0,5,8,3,5,3,3,2,4,1,-1,2,14,2,1,3,-1,3211,6,4.1,85,NA,1,1,3,4,30,8,14,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,10,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,13,0,15,0,1,1,2,98,98,98,1,1,1,1,"12:24:58",NA,NA,61,47,47,"0437",1,1,-1,1,-1,NA,1,2,2,NA,4,NA,2,NA,1,NA,1,NA,7,NA,2,NA,2,NA,4,NA,1,NA,47,"00PB","Pen-y-bont ar Ogwr - Bridgend","Ogmore Co Const",3,0,0,"00PBPF","Nant-y-Moel ED",4.82,3.4,"X",20,NA,4039,1,3,1,4,3,9,1,2,2,2,3,2,2,2,3,2,2,2,1,2,2,2,3,2,2,2,3,3,2,2,2,3,2,8,8,8,8,8,4,2,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,606,2,31,2,0,0,3,1,1
"518",24715,1,0,1,1.1027,"28052003","28052003","18:24:32",NA,NA,NA,NA,NA,NA,NA,2,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,0,1,2,-1,3,2,3,1,-1,-1,-1,-1,-1,NA,NA,4,5,3,2,1,5,2,NA,1,2,5,"HOSPITALS AND THE PUBLIC HEALTH SYSTEM WHICH I THINK THEY ARE TAKING AWAY FROM US.",3,NA,NA,NA,NA,2,4,2,2,2,1,1,3,2,4,3,1,6,3,3,4,4,2,2,3,2,1,5,1,3,1,2,3,2,2,4,3,1,2,1,2,4,2,1,2,4,3,3,3,1,3,3,1,1,2,3,3,3,3,3,2,1,1,1,3,4,4,2,2,1,2,3,1,19,8,23,3,1,8,4,3,2,3,3,3,1,1,3,3,3,3,3,5,2,3,2,NA,2,2,3,2,3,1,61,6,5,6,5,1,2,1,2,2,2,2,1,2,2,8,8,0,5,7,3,7,1,1,1,4,1,-1,1,61,2,1,3,3,5231,7,11.1,60,NA,1,2,1,1,40,9,9,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,7,1,2,1,-1,-1,-1,-1,0,27,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,0,1,1,1,"19:05:46",NA,NA,61,41,41,"0437",2,1,-1,2,2,NA,1,2,2,2,11,NA,5,NA,4,NA,1,5,12,NA,4,NA,4,NA,4,NA,1,NA,47,"00PB","Pen-y-bont ar Ogwr - Bridgend","Ogmore Co Const",3,0,0,"00PBPF","Nant-y-Moel ED",4.82,3.4,"X",20,NA,3174,1,4,1,5,3,3,3,2,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,8,8,8,2,2,2,2,2,8,8,8,8,2,3,3,3,2,1,1,2,2,2,2,2,2,3,2,1,4,2,4,4,4,2605,2,40,2.16666666666667,0,1,2,1,1
"519",24716,1,0,1,1.1027,"27052003","27052003","14:22:52",NA,NA,NA,NA,NA,NA,NA,2,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,1,0,1,2,-1,2,2,5,2,5,96,96,96,96,98,2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,0,2,4,1,1,2,2,4,1,4,4,1,8,2,98,1,5,4,98,1,2,1,2,1,3,1,3,8,3,2,4,4,2,1,1,1,4,2,1,2,8,5,3,4,2,2,2,1,1,1,3,3,3,3,2,8,NA,1,1,1,2,2,NA,2,2,3,1,1,14,10,1,3,1,8,4,8,8,3,4,1,1,1,2,1,1,3,2,2,8,2,2,NA,2,2,2,2,3,2,74,7,6,15,13,1,2,2,2,2,2,2,1,2,2,8,8,8,3,8,3,7,1,1,1,4,1,-1,1,74,1,1,9,9,6111,7,7.3,85,3,1,2,3,5,32,9,14,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,5,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,1,2,2,2,2,1,1,1,1,"14:58:05",NA,NA,61,36,36,"0437",2,1,-1,2,2,NA,1,1,4,4,7,NA,3,NA,2,NA,9,9,7,NA,2,NA,2,NA,4,NA,1,NA,47,"00PB","Pen-y-bont ar Ogwr - Bridgend","Ogmore Co Const",3,0,0,"00PBPF","Nant-y-Moel ED",4.82,3.4,"X",20,NA,4041,1,4,2,4,3,4,3,3,2,3,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,3,8,3,2,1,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,4,2,4,3,3,3,3,2,2,2,2,3,3,2,307,2,35,2.66666666666667,0,1,2,2,1
"520",24717,1,0,1,0.5513,"02062003","02062003","11:00:15",NA,NA,NA,NA,NA,NA,NA,2,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,1,0,0,0,0,1,1,-1,3,1,2,2,4,96,96,96,96,98,98,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,0,1,1,2,2,2,2,2,3,3,8,1,7,9,9,98,98,98,98,1,8,2,5,1,8,9,2,1,3,1,2,4,2,2,2,1,3,2,2,2,8,2,3,2,1,2,8,2,2,8,2,3,8,3,2,2,1,1,1,1,3,4,8,3,-1,3,1,1,10,14,2,3,1,8,4,3,8,2,3,8,3,4,1,1,8,8,2,2,1,1,2,NA,2,2,1,2,3,2,57,5,5,13,12,1,2,2,2,2,2,2,1,2,2,8,8,2,2,0,5,7,4,3,2,1,2,2,3,2,1,1,8,-1,6114,6,10,85,2,1,1,3,1,45,8,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,3,1,1,2,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,2,1,0,NA,0,1,1,1,"11:54:12",NA,NA,61,54,54,"0437",2,1,-1,1,-1,NA,2,1,5,NA,10,NA,5,NA,4,NA,11,NA,10,NA,5,NA,2,NA,4,NA,1,NA,47,"00PB","Pen-y-bont ar Ogwr - Bridgend","Ogmore Co Const",3,0,0,"00PBPF","Nant-y-Moel ED",4.82,3.4,"X",20,NA,4042,1,4,2,4,2,1,2,1,2,3,3,1,2,3,3,1,2,1,1,2,3,3,4,2,2,2,1,2,3,2,2,4,4,3,2,4,4,3,1,2,3,2,3,4,2,2,1,2,2,1,1,2,3,2,3,2,3,2,3,2,1,2,3,2,1,1,1305,2,34,2.16666666666667,0,1,2,2,0
"521",24719,1,0,1,0.5513,"20052003","20052003","11:38:12",NA,NA,NA,NA,NA,NA,NA,2,-1,-1,-1,-1,-1,-1,1,0,1,1,0,1,1,1,1,0,0,1,2,-1,3,2,3,2,3,96,96,96,96,98,98,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,0,3,3,1,1,8,1,3,3,4,2,2,7,5,98,4,4,98,98,1,3,8,1,3,3,3,3,3,3,1,2,3,1,1,1,1,4,2,2,2,8,8,3,3,1,3,2,3,2,3,8,8,8,3,2,3,NA,3,1,1,3,4,2,2,3,2,2,1,19,28,10,3,1,8,3,4,8,3,8,8,1,8,8,8,3,8,1,8,3,1,2,NA,2,2,1,1,3,1,40,3,3,3,3,1,2,2,2,2,2,2,1,2,2,8,8,0,5,0,5,-1,4,3,2,4,1,-1,1,40,9,4,5,-1,9134,7,13.2,25,4,1,2,1,5,46,9,4,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,4,2,1,2,1,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,1,0,0,NA,0,1,1,1,"12:29:35",NA,NA,61,51,51,"0437",2,1,-1,1,-1,NA,1,10,3,NA,13,NA,7,NA,5,NA,7,NA,13,NA,5,NA,5,NA,4,NA,1,NA,47,"00PB","Pen-y-bont ar Ogwr - Bridgend","Ogmore Co Const",3,0,0,"00PBPF","Nant-y-Moel ED",4.82,3.4,"X",20,NA,4043,1,4,1,5,5,2,2,4,4,4,4,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,3,2,2,2,4,3,1,2,3,4,1,4,3,2,4,8,8,8,2,2,3,4,2,8,8,3,3,5,3,8,2,1,1,2,4,2,2,1,2,2305,2,43,1.5,0,1,3,1,1
